shift,z_dist,strain,gap
0.0,6.428571428571429,1.006923076923077,"(0.6160427557675666, 1.1906340425576514, 0.5745912867900848)"
0.0,6.428571428571429,1.0084615384615385,"(0.5946026060237409, 1.158949465601839, 0.5643468595780982)"
0.0,6.428571428571429,1.01,"(0.5727472444160974, 1.1262258072006481, 0.5534785627845508)"
0.0,6.5,0.99,"(0.9133354685475181, 1.5350226502020468, 0.6216871816545286)"
0.0,6.5,0.9915384615384615,"(0.8870076644123195, 1.50030893373175, 0.6133012693194304)"
0.0,6.5,0.9930769230769231,"(0.8632692967833141, 1.467347552048934, 0.60407825526562)"
0.0,6.5,0.9946153846153846,"(0.8373318647087852, 1.4319249923161828, 0.5945931276073976)"
0.0,6.5,0.9961538461538462,"(0.8148164222150925, 1.4001498478302437, 0.5853334256151511)"
0.0,6.5,0.9976923076923077,"(0.7901610518953852, 1.3664217430360293, 0.576260691140644)"
0.0,6.5,0.9992307692307693,"(0.7660032428571661, 1.3330153378394916, 0.5670120949823254)"
0.0,6.5,1.0007692307692309,"(0.7428238939312557, 1.3002071706207232, 0.5573832766894675)"
0.0,6.5,1.0023076923076923,"(0.7183489332032283, 1.2662885822354968, 0.5479396490322684)"
0.0,6.5,1.0038461538461538,"(0.6946956847680132, 1.232960243867143, 0.5382645590991297)"
0.0,6.5,1.0053846153846153,"(0.6727386708695896, 1.2012178785018839, 0.5284792076322943)"
0.0,6.5,1.006923076923077,"(0.6508669282502721, 1.1693684973728764, 0.5185015691226043)"
0.0,6.5,1.0084615384615385,"(0.6278345450192186, 1.1367454977868037, 0.508910952767585)"
0.0,6.5,1.01,"(0.6055862323023458, 1.104473610806512, 0.49888737850416637)"
0.0,6.571428571428571,0.99,"(0.9448880170003294, 1.5135967213026589, 0.5687087043023294)"
0.0,6.571428571428571,0.9915384615384615,"(0.9197050694809108, 1.4797214302189567, 0.560016360738046)"
0.0,6.571428571428571,0.9930769230769231,"(0.8942774438854605, 1.4457877710825806, 0.5515103271971201)"
0.0,6.571428571428571,0.9946153846153846,"(0.8689488769706536, 1.412023770351997, 0.5430748933813435)"
0.0,6.571428571428571,0.9961538461538462,"(0.8427819636083612, 1.377402400703912, 0.5346204370955508)"
0.0,6.571428571428571,0.9976923076923077,"(0.8193937562595812, 1.3442665789314188, 0.5248728226718375)"
0.0,6.571428571428571,0.9992307692307693,"(0.7957892122316476, 1.3113732039415418, 0.5155839917098942)"
0.0,6.571428571428571,1.0007692307692309,"(0.7709414618393167, 1.2777201926406074, 0.5067787308012908)"
0.0,6.571428571428571,1.0023076923076923,"(0.7468906975567681, 1.244415988023829, 0.49752529046706095)"
0.0,6.571428571428571,1.0038461538461538,"(0.7233033247625551, 1.211613497472622, 0.488310172710067)"
0.0,6.571428571428571,1.0053846153846153,"(0.6999735675605371, 1.1793048627952911, 0.47933129523475404)"
0.0,6.571428571428571,1.006923076923077,"(0.6767169968502867, 1.1467028822528735, 0.4699858854025868)"
0.0,6.571428571428571,1.0084615384615385,"(0.6546011907617397, 1.1149151138936553, 0.4603139231319155)"
0.0,6.571428571428571,1.01,"(0.6319089649664538, 1.0827029342178247, 0.450793969251371)"
0.0,6.642857142857142,0.99,"(0.9714892528692087, 1.4933321572666802, 0.5218429043974715)"
0.0,6.642857142857142,0.9915384615384615,"(0.9461738133474836, 1.4592173272873654, 0.5130435139398818)"
0.0,6.642857142857142,0.9930769230769231,"(0.9185640607695338, 1.4238291800757141, 0.5052651193061803)"
0.0,6.642857142857142,0.9946153846153846,"(0.8940196462088033, 1.3905522713048328, 0.4965326250960295)"
0.0,6.642857142857142,0.9961538461538462,"(0.8692549064143604, 1.357421232889023, 0.4881663264746625)"
0.0,6.642857142857142,0.9976923076923077,"(0.8453863184168058, 1.324797641054717, 0.47941132263791136)"
0.0,6.642857142857142,0.9992307692307693,"(0.8199807821485523, 1.290562710446879, 0.4705819282983268)"
0.0,6.642857142857142,1.0007692307692309,"(0.7957568687224158, 1.2574491341771241, 0.4616922654547083)"
0.0,6.642857142857142,1.0023076923076923,"(0.7716090519750782, 1.2244450990746636, 0.4528360470995853)"
0.0,6.642857142857142,1.0038461538461538,"(0.7479069782958756, 1.1917638277467792, 0.4438568494509036)"
0.0,6.642857142857142,1.0053846153846153,"(0.724860614065183, 1.15965744458804, 0.43479683052285706)"
0.0,6.642857142857142,1.006923076923077,"(0.701254626352376, 1.1270294674878807, 0.42577484113550473)"
0.0,6.642857142857142,1.0084615384615385,"(0.6777649352809786, 1.094647323182021, 0.4168823879010425)"
0.0,6.642857142857142,1.01,"(0.6552585623864458, 1.0627799380731944, 0.40752137568674857)"
0.0,6.714285714285714,0.99,"(0.9905186639767584, 1.4735086394431811, 0.48298997546642275)"
0.0,6.714285714285714,0.9915384615384615,"(0.967314023312478, 1.4384895450476016, 0.4711755217351236)"
0.0,6.714285714285714,0.9930769230769231,"(0.9421746494162871, 1.405337692836229, 0.46316304341994174)"
0.0,6.714285714285714,0.9946153846153846,"(0.9151775248087194, 1.3703489772855448, 0.45517145247682544)"
0.0,6.714285714285714,0.9961538461538462,"(0.8904895620345206, 1.3372524834229988, 0.44676292138847823)"
0.0,6.714285714285714,0.9976923076923077,"(0.8640221155119897, 1.3027875566525113, 0.43876544114052163)"
0.0,6.714285714285714,0.9992307692307693,"(0.8387967089019455, 1.2693578905828102, 0.43056118168086477)"
0.0,6.714285714285714,1.0007692307692309,"(0.813595442133523, 1.2358718604919992, 0.4222764183584762)"
0.0,6.714285714285714,1.0023076923076923,"(0.7893474089692165, 1.2030045444212143, 0.41365713545199784)"
0.0,6.714285714285714,1.0038461538461538,"(0.7652508862974701, 1.1702921465902316, 0.40504126029276155)"
0.0,6.714285714285714,1.0053846153846153,"(0.7412941610276316, 1.1376984990957917, 0.3964043380681601)"
0.0,6.714285714285714,1.006923076923077,"(0.7176808705824433, 1.1054208768343994, 0.387740006251956)"
0.0,6.714285714285714,1.0084615384615385,"(0.6933302036251576, 1.072575908463916, 0.3792457048387583)"
0.0,6.714285714285714,1.01,"(0.6695439337142244, 1.0401565833948752, 0.3706126496806508)"
0.0,6.785714285714286,0.99,"(0.9808980419787221, 1.455340204920526, 0.4744421629418039)"
0.0,6.785714285714286,0.9915384615384615,"(0.9649813763820765, 1.4200790455025845, 0.455097669120508)"
0.0,6.785714285714286,0.9930769230769231,"(0.9489713098914042, 1.385209166328447, 0.4362378564370427)"
0.0,6.785714285714286,0.9946153846153846,"(0.9318182161189655, 1.3504607079985795, 0.418642491879614)"
0.0,6.785714285714286,0.9961538461538462,"(0.9088269649907382, 1.3184565468247367, 0.40962958183399845)"
0.0,6.785714285714286,0.9976923076923077,"(0.8846454529448438, 1.285747657431424, 0.40110220448658024)"
0.0,6.785714285714286,0.9992307692307693,"(0.8582888753657338, 1.251688087949027, 0.3933992125832932)"
0.0,6.785714285714286,1.0007692307692309,"(0.832923255629378, 1.2184120538434038, 0.3854887982140259)"
0.0,6.785714285714286,1.0023076923076923,"(0.8086534179145617, 1.1856639330506746, 0.3770105151361129)"
0.0,6.785714285714286,1.0038461538461538,"(0.78302063094581, 1.1521528006176063, 0.3691321696717963)"
0.0,6.785714285714286,1.0053846153846153,"(0.7588399551108854, 1.1195749970523035, 0.36073504194141803)"
0.0,6.785714285714286,1.006923076923077,"(0.7363330685528909, 1.0881317684858542, 0.3517986999329633)"
0.0,6.785714285714286,1.0084615384615385,"(0.7116624772960309, 1.0551941068980817, 0.3435316296020507)"
0.0,6.785714285714286,1.01,"(0.6854578554290959, 1.021310282177094, 0.3358524267479982)"
0.0,6.857142857142857,0.99,"(0.9698375866334052, 1.4354361184195046, 0.4655985317860993)"
0.0,6.857142857142857,0.9915384615384615,"(0.9553931841744314, 1.4013645906565237, 0.4459714064820923)"
0.0,6.857142857142857,0.9930769230769231,"(0.9377919492302926, 1.3658502139902713, 0.4280582647599787)"
0.0,6.857142857142857,0.9946153846153846,"(0.9248973336659474, 1.3336754646111766, 0.4087781309452292)"
0.0,6.857142857142857,0.9961538461538462,"(0.9093947096258237, 1.299389409402771, 0.3899946997769472)"
0.0,6.857142857142857,0.9976923076923077,"(0.895445857210884, 1.2663169421617524, 0.3708710849508684)"
0.0,6.857142857142857,0.9992307692307693,"(0.8731056109396784, 1.2333817818008754, 0.36027617086119695)"
0.0,6.857142857142857,1.0007692307692309,"(0.8471711644567314, 1.1997306214051577, 0.3525594569484264)"
0.0,6.857142857142857,1.0023076923076923,"(0.8216646802782066, 1.166396291891951, 0.3447316116137444)"
0.0,6.857142857142857,1.0038461538461538,"(0.797093754554178, 1.133750829280276, 0.33665707472609807)"
0.0,6.857142857142857,1.0053846153846153,"(0.7726688465774574, 1.1012174822851943, 0.3285486357077369)"
0.0,6.857142857142857,1.006923076923077,"(0.7485580960809646, 1.0689116327645098, 0.32035353668354527)"
0.0,6.857142857142857,1.0084615384615385,"(0.7247277562944481, 1.036754573677911, 0.31202681738346283)"
0.0,6.857142857142857,1.01,"(0.7012777803782348, 1.0048070645921716, 0.3035292842139367)"
0.0,6.928571428571429,0.99,"(0.9604106998884109, 1.4170537256692821, 0.45664302578087124)"
0.0,6.928571428571429,0.9915384615384615,"(0.9450355575367478, 1.3828104053042416, 0.43777484776749376)"
0.0,6.928571428571429,0.9930769230769231,"(0.9294568197222555, 1.3482885902144703, 0.4188317704922148)"
0.0,6.928571428571429,0.9946153846153846,"(0.9155784069767496, 1.3154387463348527, 0.399860339358103)"
0.0,6.928571428571429,0.9961538461538462,"(0.9016403353141766, 1.2820961379948892, 0.3804558026807126)"
0.0,6.928571428571429,0.9976923076923077,"(0.8849487938382872, 1.2475932759451411, 0.36264448210685396)"
0.0,6.928571428571429,0.9992307692307693,"(0.8711749370860467, 1.2146604808446348, 0.34348554375858814)"
0.0,6.928571428571429,1.0007692307692309,"(0.8572992475863079, 1.1817938445424332, 0.32449459695612526)"
0.0,6.928571428571429,1.0023076923076923,"(0.8340817232044688, 1.1490260890834487, 0.31494436587897995)"
0.0,6.928571428571429,1.0038461538461538,"(0.8093092949070086, 1.1164518677786857, 0.30714257287167696)"
0.0,6.928571428571429,1.0053846153846153,"(0.7846169638422223, 1.0839322168082361, 0.2993152529660138)"
0.0,6.928571428571429,1.006923076923077,"(0.7601762054613792, 1.0515389309015921, 0.29136272544021297)"
0.0,6.928571428571429,1.0084615384615385,"(0.7357951256022823, 1.0191597080981982, 0.28336458249591595)"
0.0,6.928571428571429,1.01,"(0.7116781716096761, 0.9869243190121624, 0.2752461474024863)"
0.0,7.0,0.99,"(0.954632107919988, 1.4003181294716378, 0.4456860215516499)"
0.0,7.0,0.9915384615384615,"(0.9383706812163405, 1.3659456139232606, 0.42757493270692015)"
0.0,7.0,0.9930769230769231,"(0.9213513417022379, 1.3307651458729541, 0.4094138041707162)"
0.0,7.0,0.9946153846153846,"(0.9077484718094737, 1.2979105036943166, 0.39016203188484283)"
0.0,7.0,0.9961538461538462,"(0.8928893196386924, 1.2642291263048966, 0.3713398066662042)"
0.0,7.0,0.9976923076923077,"(0.8775622027455785, 1.2303745574200489, 0.35281235467447036)"
0.0,7.0,0.9992307692307693,"(0.8619839628823973, 1.1966512896644048, 0.33466732678200756)"
0.0,7.0,1.0007692307692309,"(0.8484007469935602, 1.1638606414940462, 0.3154598945004861)"
0.0,7.0,1.0023076923076923,"(0.8354382328535228, 1.1316680318349157, 0.29622979898139296)"
0.0,7.0,1.0038461538461538,"(0.8188382242266738, 1.0990067135965051, 0.2801684893698313)"
0.0,7.0,1.0053846153846153,"(0.7940239181705389, 1.0665587594415546, 0.27253484127101585)"
0.0,7.0,1.006923076923077,"(0.7692415541229771, 1.034118550517377, 0.26487699639440004)"
0.0,7.0,1.0084615384615385,"(0.7446646718506782, 1.001791878560596, 0.2571272067099178)"
0.0,7.0,1.01,"(0.7202775175412409, 0.9695786691534424, 0.24930115161220143)"
