distance,shift,gap
6.960526315789473450e+00,8.947368421052630527e-01,8.892648105528717650e-01
7.000000000000000000e+00,8.947368421052630527e-01,8.851952283703307112e-01
6.250000000000000000e+00,9.473684210526315264e-01,6.309853356426728954e-01
6.289473684210526550e+00,9.473684210526315264e-01,6.596463560936749460e-01
6.328947368421052211e+00,9.473684210526315264e-01,6.852464453777747933e-01
6.368421052631578760e+00,9.473684210526315264e-01,7.103462075493804928e-01
6.407894736842105310e+00,9.473684210526315264e-01,7.329328156885985823e-01
6.447368421052631859e+00,9.473684210526315264e-01,7.517235040358004605e-01
6.486842105263157521e+00,9.473684210526315264e-01,7.710986804187588417e-01
6.526315789473684070e+00,9.473684210526315264e-01,7.880138222145952609e-01
6.565789473684210620e+00,9.473684210526315264e-01,8.042830955893078837e-01
6.605263157894737169e+00,9.473684210526315264e-01,8.194613510412349644e-01
6.644736842105262831e+00,9.473684210526315264e-01,8.320061996530764281e-01
6.684210526315789380e+00,9.473684210526315264e-01,8.447231056643829117e-01
6.723684210526315930e+00,9.473684210526315264e-01,8.554420283549724058e-01
6.763157894736842479e+00,9.473684210526315264e-01,8.652031608091044212e-01
6.802631578947368141e+00,9.473684210526315264e-01,8.755088597369542480e-01
6.842105263157894690e+00,9.473684210526315264e-01,8.823350546824941798e-01
6.881578947368421240e+00,9.473684210526315264e-01,8.914885663749652078e-01
6.921052631578946901e+00,9.473684210526315264e-01,8.938315100112472766e-01
6.960526315789473450e+00,9.473684210526315264e-01,8.891044993969956511e-01
7.000000000000000000e+00,9.473684210526315264e-01,8.851870815188122021e-01
6.250000000000000000e+00,1.000000000000000000e+00,6.271088190892353254e-01
6.289473684210526550e+00,1.000000000000000000e+00,6.558663533271047452e-01
6.328947368421052211e+00,1.000000000000000000e+00,6.828827702506513608e-01
6.368421052631578760e+00,1.000000000000000000e+00,7.081051004900144052e-01
6.407894736842105310e+00,1.000000000000000000e+00,7.301902812941928334e-01
6.447368421052631859e+00,1.000000000000000000e+00,7.496944377654788383e-01
6.486842105263157521e+00,1.000000000000000000e+00,7.691754255198005596e-01
