shift,z_dist,gap
0.0,6.88789713082439,0.2410094603253352
0.034482758620689655,6.84984644521413,0.24446898186730648
0.06896551724137931,6.821616459607103,0.24749226219014997
0.10344827586206896,6.777364118452763,0.2517102958075305
0.13793103448275862,6.692677441226319,0.25774258608406686
0.1724137931034483,6.597908885277599,0.2616567887012868
0.20689655172413793,6.483050497296185,0.26721786976300965
0.24137931034482757,6.395958191097135,0.2427089143167872
0.27586206896551724,6.332632569773301,0.21506875368051798
0.3103448275862069,6.281846375996546,0.19342024062784136
0.3448275862068966,6.291615745340639,0.1966895140331691
0.3793103448275862,6.300463147192488,0.2009715493614886
0.41379310344827586,6.3271369748619986,0.2154958669079034
0.4482758620689655,6.353102686569747,0.23140503337224855
0.48275862068965514,6.356418240244876,0.24086219843077156
0.5172413793103449,6.3475042203982746,0.24668162667409976
0.5517241379310345,6.302813932243064,0.23885328189695343
0.5862068965517241,6.290390943658592,0.24726528449258284
0.6206896551724138,6.2639762845571845,0.2453660305323896
0.6551724137931034,6.240271317400296,0.2422030740886375
0.6896551724137931,6.248989859486537,0.2472804243024157
0.7241379310344828,6.294013330296888,0.2545518267420766
0.7586206896551724,6.357301284409257,0.2660671842649407
0.7931034482758621,6.459120290354168,0.2893691768661897
0.8275862068965517,6.597505054520594,0.28528816846411337
0.8620689655172413,6.6905743021313135,0.2681390308087377
0.896551724137931,6.767836745994124,0.2566010240868669
0.9310344827586207,6.823054680585319,0.2486198074403851
0.9655172413793103,6.864590223556586,0.2430688809284008
1.0,6.887897130215233,0.2410094602990861
