shift,z,vec1,vec2,gap
0.0,6.853336263964566,3.2311116871067354,3.231111689393946,0.5524265663792813
0.034482758620689655,6.8422737863855545,3.230994752544034,3.2309948137666167,0.5554341745287621
0.06896551724137931,6.821532147212656,3.2313279590878907,3.231327371245707,0.5565580565464723
0.10344827586206896,6.780677064905367,3.231677531223916,3.2316773979917017,0.5595640742497291
0.13793103448275862,6.724440318882806,3.232149215489434,3.232149083082849,0.5639815905129898
0.1724137931034483,6.661422111817595,3.2327238085191556,3.232723543438584,0.5672851455637283
0.20689655172413793,6.596624959085117,3.232528814982198,3.2325288683693176,0.5674890180283135
0.24137931034482757,6.490507080014913,3.233865974417348,3.2338659128686795,0.5665327301080296
0.27586206896551724,6.406953022681057,3.233498235282132,3.233498653913037,0.5666064752903363
0.3103448275862069,6.394927138577042,3.2332179043471756,3.233218399915761,0.5567435602751213
0.3448275862068966,6.392469852085263,3.2321335962279036,3.232135226202736,0.554620881982875
0.3793103448275862,6.392277072136293,3.231257738377909,3.2312580010819554,0.5608670357396662
0.41379310344827586,6.452485775676422,3.2309600121389015,3.2309608101442104,0.5661704297675892
0.4482758620689655,6.493614599144076,3.230668396347945,3.230669148461688,0.5758905477870259
0.48275862068965514,6.508107714229816,3.230575519595055,3.2305759832100267,0.5869107395117
0.5172413793103449,6.510704066222859,3.2306409907346283,3.2306414388701996,0.598372844367593
0.5517241379310345,6.502219577871577,3.230860885706635,3.2308615365467106,0.6105886692448372
0.5862068965517241,6.472173270390918,3.2312456408971757,3.231245934893495,0.6251401189656233
0.6206896551724138,6.41732352126696,3.2315524265745266,3.231552506415926,0.6433071072110073
0.6551724137931034,6.41563617513796,3.2322043185321245,3.2322045943750854,0.6460862780770205
0.6896551724137931,6.412478652346408,3.233121507638096,3.2331212189675695,0.6458420180426829
0.7241379310344828,6.422058674880288,3.2332279679468234,3.2332278713643956,0.6442063728196069
0.7586206896551724,6.501281033918758,3.2332950527208895,3.2332947751404673,0.6214145819667996
0.7931034482758621,6.596596736018631,3.2323909765798713,3.232390942180086,0.6000085242752004
0.8275862068965517,6.661279480291508,3.232315372589035,3.2323150249927464,0.5845840449830767
0.8620689655172413,6.724181970080956,3.231798537319682,3.2317986188942913,0.5733128658866309
0.896551724137931,6.780526477099031,3.2314144841340227,3.23141442874699,0.5633362859684696
0.9310344827586207,6.8214752055069265,3.231160426944255,3.2311605763175857,0.5577049096224042
0.9655172413793103,6.842254976389816,3.2309048402630847,3.23090473924928,0.5556006492668976
1.0,6.853339036278795,3.2311116447372004,3.2311115148220537,0.5524294349413712
