shift,z_dist,gap,gap_soc,gap_scissors,gap_scissors_soc
0.0,6.599999999999998,0.7899215094249413,0.6524039521544601,1.498979454846588,1.4317040732062096
0.034482758620689655,6.599999999999998,0.7919756417976028,0.6524626969532894,1.4957971085272606,1.4258013753025267
0.06896551724137931,6.599999999999998,0.7961526280235329,0.650696366354932,1.5004874598601972,1.4239373444726142
0.10344827586206896,6.599999999999998,0.8020603881174954,0.6479027486380188,1.5071883290091346,1.4209145413643747
0.13793103448275862,6.599999999999998,0.8073423153366732,0.6428534638426951,1.5142937346513135,1.416301903888207
0.1724137931034483,6.599999999999998,0.811262152661099,0.6363597487804125,1.5207279294250062,1.4107063107071274
0.20689655172413793,6.599999999999998,0.813122959404073,0.62897214944119,1.5255144964832166,1.4045734947638844
0.24137931034482757,6.599999999999998,0.8129612697486501,0.6214975072150819,1.5284371779350487,1.3986260795874796
0.27586206896551724,6.599999999999998,0.8120506180607772,0.6157307217634803,1.5298466947548448,1.3940338404848922
0.3103448275862069,6.599999999999998,0.8105905496969887,0.6117101933167058,1.530197474298016,1.3912042110342226
0.3448275862068966,6.599999999999998,0.8106304580213475,0.6115288121997939,1.5301706667163837,1.3909072731244017
0.3793103448275862,6.599999999999998,0.8117259949116378,0.6140510342049423,1.530430403272986,1.392963906762923
0.41379310344827586,6.599999999999998,0.8155877053139445,0.6206296718411619,1.5321953658595395,1.3982313169629652
0.4482758620689655,6.599999999999998,0.8212318093090849,0.62931620141333,1.5356477444446843,1.4057014209208605
0.48275862068965514,6.599999999999998,0.8291826520080503,0.6400987938907992,1.541578945928263,1.4156346199424403
0.5172413793103449,6.599999999999998,0.8383084354796919,0.6512084118797479,1.549072334457818,1.4262858810090389
0.5517241379310345,6.599999999999998,0.847662525595456,0.6614176534644948,1.5571019035638212,1.436165186851535
0.5862068965517241,6.599999999999998,0.8563232638464426,0.6700193383516625,1.5651165685287802,1.4450016456819423
0.6206896551724138,6.599999999999998,0.8621580894373193,0.6750223390814072,1.5706769041029565,1.4502091671645467
0.6551724137931034,6.599999999999998,0.865703186669496,0.6780516320790779,1.5743350622923977,1.4536918023084484
0.6896551724137931,6.599999999999998,0.8647090675226018,0.6772658191417603,1.5731055417037443,1.452366157640875
0.7241379310344828,6.599999999999998,0.8606723365093341,0.6747485078118296,1.5688547241508042,1.4496933458596608
0.7586206896551724,6.599999999999998,0.8527079880249804,0.6700205960683714,1.5598553104597939,1.44376883811043
0.7931034482758621,6.599999999999998,0.8424634283636165,0.6651731155281784,1.548720812788864,1.438216153859465
0.8275862068965517,6.599999999999998,0.8304050056073233,0.6603553033120426,1.535522639504719,1.4325643035133557
0.8620689655172413,6.599999999999998,0.8180734295286138,0.6565841627576227,1.522265729136326,1.4283987874999438
0.896551724137931,6.599999999999998,0.8068426141822375,0.654230100748226,1.5106906214095037,1.4264474717127626
0.9310344827586207,6.599999999999998,0.7975803767563314,0.6527109128850468,1.501558142003658,1.425731339678743
0.9655172413793103,6.599999999999998,0.7920921718855837,0.6527208740456643,1.4959072546017609,1.426059960658565
1.0,6.599999999999998,0.789921509424878,0.6524039521543409,1.498979454845036,1.4317040732046387
