shift,z_dist,gap,gap_soc,gap_scissors,gap_scissors_soc
0.0,6.926512437154598,0.4365288672051584,0.1881707030439519,1.4138986287134279,1.1654142834776544
0.034482758620689655,6.94113448045943,0.43519742400489925,0.18687708609345077,1.4194314508574943,1.171025585491348
0.06896551724137931,6.861554154188326,0.44705286238438424,0.19894992293507086,1.4137294311763275,1.1653702239858426
0.10344827586206896,6.820206230997801,0.4507225889078963,0.20276203496104916,1.4112489275899334,1.1630166785147797
0.13793103448275862,6.743926920845219,0.45697198903518277,0.20919283256800236,1.410154220089662,1.1620545071370363
0.1724137931034483,6.654058155958625,0.4577989935529512,0.21020243459767074,1.4000951537169695,1.152067298964338
0.20689655172413793,6.596342059060786,0.45485549819730375,0.2074154055467725,1.3957231065596065,1.1479209067678806
0.24137931034482757,6.468579195282597,0.4598757861204722,0.21271436632028906,1.379429857413178,1.1318270599627254
0.27586206896551724,6.399527975508052,0.4531293393626944,0.20613354059692957,1.3676205988705648,1.1202779156708749
0.3103448275862069,6.382971459612195,0.4474529652526613,0.2004869803147009,1.3571073519776167,1.109927532286458
0.3448275862068966,6.371536497612473,0.44612185933344506,0.19924620471812393,1.353880882977183,1.1067296341375221
0.3793103448275862,6.375466557265717,0.44939968005719333,0.20254350783435815,1.3589901938572155,1.1117435179219783
0.41379310344827586,6.408501219156346,0.46077830813276255,0.21398055912557468,1.3741108745842243,1.126907673568696
0.4482758620689655,6.423993247831282,0.472897997751072,0.22622260686811413,1.3872725602667446,1.1400891316269974
0.48275862068965514,6.450001907297471,0.48857950464149646,0.24214843314475276,1.4073846850483822,1.1604033992755487
0.5172413793103449,6.434171613273193,0.5046554134531172,0.2585250054670388,1.4245188120492365,1.1776435256520976
0.5517241379310345,6.417040146406295,0.5231668597760315,0.27737422410511814,1.4381034520653793,1.1913569001518751
0.5862068965517241,6.376162442188537,0.5487844787859462,0.3034208717000294,1.430289540990406,1.2069255876009253
0.6206896551724138,6.342290090385065,0.5688765405242145,0.32382525278023033,1.418080503721773,1.2158570377873277
0.6551724137931034,6.330418339175358,0.5733501912076984,0.328480473378301,1.415067696167919,1.221650421895908
0.6896551724137931,6.328152503699492,0.5727204447943298,0.32783747626170556,1.4124733734914816,1.2211840278572539
0.7241379310344828,6.374831159938564,0.5596356523738348,0.314391474030437,1.4340691303053457,1.2126958102857626
0.7586206896551724,6.433084424282393,0.5340022736864,0.28809861621560684,1.4429910523941896,1.1961224986532837
0.7931034482758621,6.53208829929485,0.5086801920374602,0.26204023813440813,1.433616774882573,1.1863145756856448
0.8275862068965517,6.6372324692456175,0.4834014874249103,0.23619006218833172,1.4229971207883294,1.1753180519074
0.8620689655172413,6.742577221485291,0.4663276329062441,0.21870289500092432,1.4168213343335043,1.1688713634787438
0.896551724137931,6.824365905011577,0.45571276715119313,0.20777532628744255,1.416105060442239,1.1678829072524837
0.9310344827586207,6.8714770129105744,0.4474990224710832,0.19937916240800224,1.416129577468171,1.1678165711680377
0.9655172413793103,6.896845039269598,0.43812984925903686,0.18994465390139093,1.4139156396069508,1.165548633801671
1.0,6.926512445243434,0.43652886768438803,0.18817070350702425,1.4138986342580924,1.165414289032664
