shift,z_dist,gap
0.0,6.939318076107275,0.5354074380862108
0.034482758620689655,6.914683467885515,0.542468180746192
0.06896551724137931,6.8824806983027695,0.541250603005071
0.10344827586206896,6.8257592774809215,0.5488742631945371
0.13793103448275862,6.778524548711362,0.5531086874483465
0.1724137931034483,6.648813219553283,0.5623123996813785
0.20689655172413793,6.596792594521023,0.5621028660120532
0.24137931034482757,6.509051525034861,0.5619804853000463
0.27586206896551724,6.4496510670937734,0.5583223596379814
0.3103448275862069,6.400343521969452,0.560723276403217
0.3448275862068966,6.392746895578441,0.5604722313223287
0.3793103448275862,6.407284198192901,0.5619374766634605
0.41379310344827586,6.436394619571951,0.5674833131697897
0.4482758620689655,6.447780430150395,0.5776472182760898
0.48275862068965514,6.456888710678712,0.5894887405139732
0.5172413793103449,6.456340690566769,0.6032151636574683
0.5517241379310345,6.43746068965187,0.6194634824539388
0.5862068965517241,6.391545266552219,0.6366735141482582
0.6206896551724138,6.37121169026039,0.6508916808198273
0.6551724137931034,6.34455885882306,0.6619033448531099
0.6896551724137931,6.3585748033367135,0.6579822835898514
0.7241379310344828,6.394454625162274,0.6466770146994202
0.7586206896551724,6.463992224003306,0.6243158267598541
0.7931034482758621,6.594966868914209,0.5951427867856663
0.8275862068965517,6.6442096380670375,0.5829601219184475
0.8620689655172413,6.752193386753623,0.56219048771543
0.896551724137931,6.8362909015634585,0.5509317243435657
0.9310344827586207,6.884711538771224,0.543021494180275
0.9655172413793103,6.928033328874308,0.5409551277363341
1.0,6.939318073164618,0.535407437883208
